"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"1305","2020/11/06 8:08:55 AM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Maior","Sim","Regular","Regular"
"1310","2020/11/06 8:13:27 AM GMT-3","5","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1313","2020/11/06 8:15:44 AM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Piorou","Melhor","Melhor","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"1316","2020/11/06 8:17:12 AM GMT-3","2","Pedagogia","Campina Grande","Não","Nenhuma","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Regular"
"1329","2020/11/06 8:35:38 AM GMT-3","8","Química","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Ruim"
"1331","2020/11/06 8:40:17 AM GMT-3","1","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Excelente"
"1338","2020/11/06 8:49:08 AM GMT-3","6","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Péssimo"
"1344","2020/11/06 8:53:59 AM GMT-3","1","Enfermagem","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1346","2020/11/06 8:58:49 AM GMT-3","8","Engenharia Química","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Melhor","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não","Ruim","Bom"
"1349","2020/11/06 9:03:24 AM GMT-3","9","Meteorologia","Campina Grande","Sim","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Excelente"
"1350","2020/11/06 9:04:35 AM GMT-3","3","Física","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"1351","2020/11/06 9:06:36 AM GMT-3","3","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Regular"
"1353","2020/11/06 9:07:00 AM GMT-3","2","Medicina","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1354","2020/11/06 9:07:19 AM GMT-3","10","Engenharia Mecânica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"1355","2020/11/06 9:07:28 AM GMT-3","5","Engenharia Agrícola","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Nao","Boa","Bom","Mais exigentes","Igual","Não","Regular","Bom"
"1366","2020/11/06 9:20:25 AM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Não","Excelente","Excelente"
"1371","2020/11/06 9:25:20 AM GMT-3","3","Meteorologia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Melhorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Sim","Péssima","Regular"
"1385","2020/11/06 9:42:36 AM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Razoável","Mais exigentes","Muito maior","Não","Regular","Excelente"
"1399","2020/11/06 9:56:07 AM GMT-3","3","Letras","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Regular","Excelente"
"1418","2020/11/06 10:26:40 AM GMT-3","1","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Não sei/Não quero responder"
"1434","2020/11/06 10:39:19 AM GMT-3","9","Ciências Econômicas","Campina Grande","Não sei/Não quero responder","Todas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Menor","Não","Boa","Excelente"
"1451","2020/11/06 11:04:18 AM GMT-3","7","Engenharia de Alimentos","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1460","2020/11/06 11:24:40 AM GMT-3","5","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"1472","2020/11/06 12:00:31 PM GMT-3","7","Medicina","Campina Grande","Sim","Algumas","Excelente","Melhorou","Melhor","Melhor","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Ruim"
"1475","2020/11/06 12:09:33 PM GMT-3","4","Enfermagem","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1477","2020/11/06 12:14:00 PM GMT-3","4","Enfermagem","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Péssima","Bom","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1478","2020/11/06 12:19:31 PM GMT-3","4","Enfermagem","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Bom"
"1480","2020/11/06 12:30:01 PM GMT-3","4","Enfermagem","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1484","2020/11/06 12:40:08 PM GMT-3","4","Engenharia Mecânica","Campina Grande","Não","Algumas","Péssimo","Melhorou","Melhor","Pior","Raramente","Não","Sim","Razoável","Excelente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1489","2020/11/06 1:28:03 PM GMT-3","10","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Menor","Não","Regular","Excelente"
"1493","2020/11/06 2:26:20 PM GMT-3","1","Pedagogia","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"1495","2020/11/06 2:34:13 PM GMT-3","7","Engenharia Agrícola","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Menor","Não","Regular","Excelente"
"1496","2020/11/06 2:35:25 PM GMT-3","8","Engenharia Agrícola","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Nunca","Sim","Nao","Ruim","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"1497","2020/11/06 2:38:12 PM GMT-3","7","Engenharia de Produção","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Bom"
"1498","2020/11/06 2:42:43 PM GMT-3","8","Filosofia","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Menor","Não","Boa","Excelente"
"1502","2020/11/06 3:08:05 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Nao","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1506","2020/11/06 3:34:26 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"1511","2020/11/06 4:08:36 PM GMT-3","5","Engenharia Química","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1512","2020/11/06 4:11:55 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Excelente","Bom","Menos exigentes","Igual","Não","Excelente","Excelente"
"1513","2020/11/06 5:13:55 PM GMT-3","10","Engenharia Agrícola","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"1515","2020/11/06 5:36:38 PM GMT-3","1","Engenharia Agrícola","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Excelente","Bom"
"1516","2020/11/06 5:55:25 PM GMT-3","9","Engenharia Agrícola","Campina Grande","Não","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1520","2020/11/06 7:40:56 PM GMT-3","1","Filosofia","Campina Grande","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1521","2020/11/06 7:44:07 PM GMT-3","6","Medicina","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Não sei/Não quero responder","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Péssima","Péssimo"
"1522","2020/11/06 8:11:21 PM GMT-3","1","Engenharia Agrícola","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Maior","Sim","Excelente","Excelente"
"1523","2020/11/06 8:15:53 PM GMT-3","1","Filosofia","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"1525","2020/11/06 9:08:31 PM GMT-3","5","Filosofia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Regular"
"1527","2020/11/06 9:33:45 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Sim","Todas","Excelente","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1529","2020/11/06 10:03:11 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Nao","Razoável","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1530","2020/11/06 10:15:01 PM GMT-3","2","Meteorologia","Campina Grande","Não sei/Não quero responder","Todas","Péssimo","Piorou","Igual","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Excelente"
"1533","2020/11/07 12:11:36 AM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Não","Regular","Excelente"
"1536","2020/11/07 1:46:26 AM GMT-3","5","Engenharia de Alimentos","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1537","2020/11/07 5:06:04 AM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Igual","Não","Ruim","Bom"
"1538","2020/11/07 7:49:03 AM GMT-3","1","Filosofia","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1544","2020/11/07 11:40:57 AM GMT-3","3","Design","Campina Grande","Sim","Todas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1548","2020/11/07 12:51:20 PM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1549","2020/11/07 12:58:01 PM GMT-3","1","Psicologia","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Melhor","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Ruim"
"1550","2020/11/07 1:00:49 PM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Não","Sim","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"1551","2020/11/07 1:18:13 PM GMT-3","1","Psicologia","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"1552","2020/11/07 2:00:53 PM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1553","2020/11/07 2:20:02 PM GMT-3","3","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Piorou","Igual","Pior","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"1554","2020/11/07 3:13:35 PM GMT-3","5","Filosofia","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Excelente","Mais exigentes","Muito maior","Sim","Excelente","Bom"
"1556","2020/11/07 4:22:29 PM GMT-3","1","Psicologia","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Nao","Excelente","Bom","Menos exigentes","Menor","Não","Ruim","Bom"
"1557","2020/11/07 4:25:20 PM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Regular"
"1559","2020/11/07 11:25:11 PM GMT-3","1","Engenharia de Alimentos","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Menos exigentes","Maior","Não","Ruim","Regular"
"1567","2020/11/09 1:52:17 PM GMT-3","10","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Razoável","Não sei/Não quero responder","Igual","Não","Regular","Bom"
